35178.26420748624	5578.903717277601	-64774.377004892616	17441.493281895106	70714.09043666333	33698.28671699407	89580.8851441479	84051.91862423197	20585.928135577808	-32739.16968789426	153.74629681291117	-84344.00799210924	49760.941631241876	-42663.48538765092	-88809.38960229348	-12410.491294721156	8197.226730348644	-82086.718466291	-35200.78533230036	-68469.12428677088	-35856.678294598445	56627.40209968577	-15108.191944894628	31518.214857415704	77221.40242757913	-71029.52415119983	-73730.96794365268	-80003.59593518711	-48685.10302819502	-28723.074588117917	73884.78772415518	-93751.17745962084	92632.8324701307	-70289.87287590504	78309.00382270615	-27892.440807529594	64924.79037720649	
-4370.852093764799	95631.63104140337	-96375.03449707173	-18328.074561368005	-17867.690184573657	63527.876621159754	92428.46657539601	-95818.97896668775	-67762.26247069245	89931.21564430179	36769.64527149423	-75139.82391240659	-63924.826809859536	56737.2364845284	99817.61428580599	6556.22887496851	52627.414176184335	48188.0385776693	41535.78343226839	21685.62337631719	80973.69480350561	-97936.6568705817	30520.254711902206	88991.94460873524	-93348.41093702192	51531.148657603655	63467.00046648772	41114.97819065431	60667.77446351739	76487.23124022677	-27525.826048266026	72757.62413671002	-28147.541023527257	15439.438456410455	84174.91697162893	-82911.35074630189	-32334.121723657445	
-97530.76559953304	-90264.94048190996	77120.74487156246	-15770.222713392228	-11470.488445613577	-8960.791718827371	99154.95309297563	-16729.50026588689	82314.28776069568	5927.796087274648	16984.154815437098	41824.57501650724	3162.4248958578683	44136.65616158585	-81600.30665114135	-20028.300408623065	76934.13977973457	5629.8558569064335	89646.99715065956	22524.052365638476	-74474.50045643016	-55694.54308861035	-21172.55851464451	-47485.05172144983	-98337.15150002278	82593.07599269116	85845.37886316222	-92506.04876629137	2845.5041391741543	-43748.96896892364	34350.714618818485	-5950.4539902780525	-38218.28793501778	-86289.93427477065	-89770.89236332005	51644.59188797997	55389.417774957954	
-9400.410681604713	61543.291628644336	-16236.154176727228	409.91804306143604	7631.501304138626	-53569.31508985792	92536.8411082452	-89090.94576718107	-1194.2890114163165	88313.9690637475	2413.5562027735723	81417.20282609505	-33059.47098118956	-48117.134074734284	39134.30671085266	-70814.22037239747	84820.15440139142	-11343.033283555123	-57850.635092095894	-19985.309071658892	12790.571745983834	17540.96720619625	-68192.06213082813	-85668.43780256007	-12575.80079215637	-96364.76479630031	27050.08764716747	3680.245687606366	-49087.25715782154	-22333.748330290473	-85000.66343729886	-37497.346666572164	37136.712186383316	-1247.057517410969	10767.706901777536	-83925.50327680176	7899.155390589163	
-95173.43266252655	13949.02066696962	42682.08047676002	-58399.75994831341	-82126.6575338895	67690.39873425191	86603.88906406937	16668.344031529283	-24729.47336448432	-43104.16774227359	-41812.74455400015	3352.3647191600903	-56161.66902160162	44029.93226259615	38286.92675215501	80019.09781683784	39831.478248317464	34153.85234097412	-13441.051141938748	23888.512549704436	-74054.1033141861	-14760.384370465632	16579.882818625454	91178.86022257683	85517.51529931292	35472.95746781162	-54512.1954345144	-2077.420282377163	84441.74393077326	-93830.95649243047	51818.26019676242	-59746.91136225061	22943.76437463281	-42910.67270842139	82434.77441368386	-48248.47500687584	52181.30553559071	
20361.946629198545	37930.196493026946	85481.67134883619	84763.19767175667	19872.165186137354	35601.59508666702	-70369.77497292607	-36381.558125289645	94903.31642667906	78.11357130542456	18208.771986139545	-29747.741016488755	-10027.158854996029	-36092.35288820034	-17937.174614171163	51277.01597039739	47222.12464218255	-26115.175756589146	472.2754476540431	-78792.50039452018	43382.723550512834	-6370.627073604206	59916.86305229933	59861.68114339755	-49744.13983343757	-31099.63725184482	-95880.88861086202	-35690.48661285532	65805.96118679098	-20641.39549249578	-31733.613809505303	38164.01881957182	62383.11505072104	-61034.19355363402	30352.74403504582	5110.383406103632	-70746.54026601583	
26935.910412477708	-16129.690363207555	-81079.62356494035	-51469.517819060864	-67869.71164106204	38618.986679821886	-91199.03326141342	-63235.70525399813	76015.36190550521	-9807.686128427129	-53222.39586426118	8860.06361737728	42777.514168893074	-36263.51523148732	-47085.86109147037	76660.80385910659	89916.8533496751	33868.43503737755	64522.946336220164	-18556.259671596126	38617.97586395778	-49821.93384066724	87120.4004843545	-22256.344632088338	50422.282662433194	56528.744654315815	17734.359849834364	35330.533612397296	-14796.82882971596	-17590.78247947723	85271.95697489844	-93166.95498097081	5171.8328122481325	5879.196563420017	-11992.537499214857	-79586.71208416793	40618.00158231243	
-59810.07132249752	-75148.37468019023	62.426937409094535	65316.59607935502	-20049.958761209535	14915.42714329403	90500.90848174784	43007.671550448926	-42253.798884440206	-21017.251838687254	-30669.157381239856	-98916.21049103027	-91583.04496531235	-83141.99437259928	-33997.56430852428	-36404.68919461341	-84282.60162091418	56156.414058359456	-24679.75652771935	-67089.14754632254	-75098.80042820565	70955.99614612828	-47370.856659878744	-52153.43361517979	-55214.260957054685	-27167.80089725605	8483.99750696031	65804.58373630451	34155.01396310187	62147.32211240049	82521.00678367115	-82562.6002475685	69894.17705221786	-5931.300214010116	-30587.159954886185	64581.6793654339	-71961.47322856434	
61641.06729285829	-5796.303094214745	-44318.615251275914	-26041.099929558593	-72659.90507167162	89984.48736861374	-82353.16719477694	54194.418711282284	44885.660678936925	17782.405609004898	-50927.29548931694	-90017.29893659329	-95304.99199130626	-13296.768703987414	-13035.28448168392	91326.57381309994	9207.44704387433	-18221.259265173867	7601.14757018708	40475.50591269805	-61586.12060515265	87635.69932334992	-8117.980844981372	34989.0111575358	1275.9424642566155	8016.935022608188	36495.27891640522	-66911.7488087321	-14678.848895003728	24349.075975093525	-75544.13928374954	-52208.70533540265	14551.994363493577	10965.61744257818	82050.15030710044	-8633.612555338943	-95091.53087033215	
30257.98340905519	43944.81401983037	77926.72049578099	66875.10512269536	67941.39896348302	-75804.32057952817	49529.304928187106	-53574.8313076958	36786.34225370371	-51881.27276342256	99929.4870047865	18346.140306459274	76580.54046165952	38462.012958625535	10181.836444251428	50092.314532563585	8750.397310671557	-30956.29841550847	81567.12146284588	-60338.255375969595	-34015.082420829975	99998.14187510588	53864.16850281495	97596.50645649567	-89630.81113225833	-9001.634384476158	30774.444490217647	91056.61961812055	-22051.439331412024	52299.94525677693	-653.6294165115687	97019.72372769366	-56691.272729198805	38177.79485122592	-73464.7712992986	22009.993652429082	-15328.99003594552	
