-23251.202057245333	84040.86791373492	-2323.1080079745443	-4079.513300732724	-838.0106109485059	-95896.9558162569	26531.069503529347	-90839.90941921095	-58999.1502064457	-32710.638533481993	-72834.7694380566	76709.45940915114	-60922.11079276573	39019.348601118196	-3626.5090269551147	92121.17868014763	65382.367927671294	-30533.926421396667	59693.770535644406	8614.484388008277	-67192.70620704889	93413.30869008711	-71799.3206239859	29613.95854659652	18280.72118030944	-87253.18826215922	75342.53635913492	16910.78031755246	-49963.91249687979	9339.831649473068	-85751.43490394748	51804.245153694705	-12798.586862169483	87850.56624002851	90502.56101724398	14463.952548981848	57582.72537071278	5957.278110250336	96199.72488013568	-17113.9719484753	13462.15206316761	13814.46504085022	58173.6218620092	-4800.5761203618895	15426.597778560681	-4978.591736710689	-43399.50887159103	
-32288.725795237187	-39311.75744742694	78152.06113643054	-10241.428684712984	-84037.03176951138	35053.22873790978	-29096.695689027023	-83459.72729457665	87201.53238172611	-13359.522916193993	-41823.8573533261	-19614.53760135903	-19946.358852067016	-5352.351272990229	-99087.58044375511	46624.351673371304	-99177.54095316038	37906.76298533488	-25732.63917125987	69788.81880023098	85710.26172757716	55667.158620335686	91706.06910047954	-51728.6265907587	-95597.37214716236	-63011.15372905754	-24130.08761157804	20781.161514905587	52832.82482009541	75324.73178641617	57566.606341050705	-87633.19804295391	-58422.196220096186	81315.21438734888	10995.495320855509	-52653.81501941211	91219.99066624281	59514.32601916045	-33672.493637326625	-87696.43745260875	57141.9769628378	23711.59445353615	80016.8595849477	-25615.27992086859	23603.925022893905	-49290.68487224453	-11270.344452309058	
38441.174427978054	-69413.64635526876	53860.1633120607	-75467.89819250582	-38855.193110721295	26763.799349827415	95365.33122153566	-73010.9836546807	31014.546763474733	78107.6216499822	-49721.169163258906	52081.07747543568	-29632.9273255725	-96000.89956050526	-14641.241192665519	-51642.960459290596	18523.7929024147	61366.6684436214	-77648.25291032225	47495.05448025247	15176.730542256963	-47755.90070737301	-82007.90724043403	99454.9169679177	18636.180635259516	-8720.920399407885	11942.345598160478	71660.9531607388	65753.35998624796	-62895.352006571746	69097.4921776294	-72836.91275921876	8631.587152329681	65118.56147928652	74120.17318220017	98481.36376338202	-52190.18396141179	-60901.38584592544	-76230.33082480564	-18152.88126177457	22422.667222824937	-74785.31106132995	-93467.29315546824	90811.64921368513	14911.447616006073	84381.1648956335	59259.46696770226	
28701.288540685782	-18819.079980645896	77526.05781830335	-53046.53373164681	-33844.69823408367	-73333.11314859503	23236.169701988925	-75440.68750375968	42991.09033264831	14600.037452782242	58370.22960954861	8537.629885228656	52898.8897368302	-85178.29228798469	69614.96242609163	-88788.18996272629	-85024.10092909372	79827.65536682206	87591.64787504953	-27683.553332857016	-12132.21773764686	-30713.87818037896	-34996.2697049949	59872.766834636015	40293.06566667388	-64903.15275619045	-3551.230696491548	6461.611372000145	55983.94506941136	26128.044046247713	79900.73890062777	-2840.2154170709982	21584.72461545038	-24911.466074844342	68501.73945857736	-68149.01370636337	22807.005632705725	89562.71219214692	-83815.2987443035	-52682.159580933185	-42851.5388370946	85056.15048802944	81781.7503106427	3466.7731706491904	-39260.09097918113	69970.16202702565	23655.48351067581	
-86767.06090294884	42393.21779822657	-79256.26664904824	90523.41408066856	27157.507874294577	19680.337469484453	-30028.238627135594	94028.45690125297	-28674.80109204819	59881.59113354856	71128.71361555901	-65258.63053896799	-18704.98121733575	-57100.792464176695	-99402.89400061085	45663.657229605364	74852.57073935214	-16260.194916410532	11020.706377085677	-84067.61827317344	-37142.28598918898	-21072.5538164171	59572.44673787028	-37688.86553514963	10156.43511706106	-25783.37981741033	547.461311419378	-72815.82782592419	-72528.64818492495	90232.34624213958	53762.01763953859	-846.4043486852752	380.38540182760335	88172.43068000919	-61440.707416515994	-24027.769052246687	-57061.40771393817	9464.689178255227	-2206.6116093076853	19427.689437363486	-98806.63997252734	81279.75411778156	26983.21447956517	87925.89190941837	-74211.44829625585	-55942.06288653676	70898.17951834621	
-25094.82302554298	-16951.55463578044	-72283.58579558748	-46841.97220735622	29844.877413763155	80377.66213948914	-20039.26283962732	63999.33959441897	93515.16613582184	-55491.429791833434	-66867.32913744653	-52818.37044304856	-59752.421767162865	-89927.00043604583	85283.94613344973	99076.2767787108	-12611.249338048263	51170.331524296314	-33326.5075329066	-78698.24907232133	5732.3316315393895	-79950.55287935463	64643.47682209354	-47160.948640753086	44607.24459337021	-55282.7515601126	-12162.74455716218	-51618.57290551181	-28567.06547906091	-18768.18340905258	64980.20219377248	66742.92014012364	-82064.71047712225	-83366.40082089562	93952.16011613401	-13529.573623494856	-76150.35871803004	-25086.742542484397	83638.1278179542	-24625.553213986786	-26179.949640311897	91110.22585248249	-35948.49059128828	6513.857450819123	34336.914478496736	-12418.778866897788	-20517.84022432113	
-64759.55337827803	14937.811410348673	11673.427519412362	24929.233145414415	-69770.74512214138	1529.140799397006	-24517.85266094886	-62163.36188762594	-14008.985731371038	39569.16015664296	-23931.716776026282	-84843.22970858036	35183.38720764688	-19014.403160066286	68456.17447320384	-9974.074154142974	-73892.09291325214	51084.039242930885	-86072.40752255103	72842.68145981018	-65900.01796794367	40335.92325566115	-67426.82940844749	38298.32044467138	-64910.543191682635	-19182.075911416803	51757.72273380103	-77083.84980130532	85429.69720368792	28207.28014043103	61101.215480030165	86914.48391138791	24163.373228746117	37620.33362227588	59772.60944597513	-10284.312715789085	42213.51321498383	-4785.431178388462	-86661.10846446571	30181.719480777305	-52441.41001092455	47356.998609025875	25107.140134780653	-89335.76323825488	96270.86850761951	-44705.177111371806	70842.59886919262	
-1784.7610865790775	56367.44926056074	-4353.15708732995	45941.187429721496	-23188.021409808585	24743.735057524536	25667.125335733363	30580.107809704103	-88792.22031289464	27029.49308470814	37115.121536178165	91065.52698388015	76028.04302286185	96027.87106895991	33699.26043335759	-95458.3329622244	-57011.25264099425	46468.04642065827	84443.90803540495	19420.909692572168	-35377.60567303198	-57877.39541480607	-71037.66349045598	-54660.14778271841	44654.190246939106	85910.91776778267	-59498.82468910814	-95858.46545131142	43179.1839119042	-45569.75671182746	-11245.335748258716	67329.45398265755	-70951.24362928109	-54573.58715380271	-13170.23182843205	55634.15133130824	62382.71274907849	-89963.50441283491	55376.1192598748	-17221.36961871048	-33118.948439399	1205.9320687619183	91777.46846159358	-11775.935207528513	34617.36424828379	-14496.916794599922	93434.23322783783	
22622.573456578524	95253.4398953754	37624.40540179942	51549.44071338276	24899.279969509997	77122.71154834752	-34796.214176591646	5463.291658153306	-38669.059597583175	89387.74262999694	-3890.187003638741	-72535.72747090644	84684.04985701121	-37514.97223328233	-98764.75747064826	94137.64821427705	15420.32430672813	-1672.082991555275	-77146.98312493338	92694.89914373818	47173.06357569629	2246.5059837365407	-68066.32536086746	9360.550006571371	35142.977661906014	-4598.928716076829	47389.21017087126	51775.61892162138	-61242.47117829062	-60586.643588501924	16028.811423194653	68509.68242630252	-41116.93783031341	-55781.98493873183	-25917.845931503834	-53843.51225085635	35074.38524348079	-24355.878204288398	-10533.69599778294	88120.7054719505	49791.6633502637	30994.631248213424	18542.543217542916	-90913.66963188532	24209.942762797393	-91100.58722686153	1929.8091108306253	
-84709.95468352019	84191.82113144087	63975.27320072893	-28988.33768255425	83105.59551785415	25189.138273875215	7334.292474315298	40094.07120492644	97078.15196509945	-88715.14185900449	90739.47185897059	18741.646331080527	-36569.66385640752	-93718.30271351327	95214.62683307164	94640.15927971256	-23805.49685656179	53689.18684259255	34173.208613116934	9403.586003334975	-19491.439089042717	-2343.5628396940156	-23361.434182437486	-21935.78183347413	-48754.39748143402	68342.89959016416	97885.95971947766	87554.67044205501	85030.18612999501	-57085.03577614747	-27155.514544631165	50310.892165672034	89827.2091794202	37301.40171724759	-58145.17983978576	-13804.279803619866	-51328.15524067389	84036.02675717146	-1113.4068797108193	-40737.30415331836	-67257.94309011946	7961.288918185033	79076.91425717375	-94549.75850487815	43857.845668875816	24261.744839192717	55459.46187838257	
